id,comment_text,TOXICITY@6,SEVERE_TOXICITY@2,IDENTITY_ATTACK,INSULT,PROFANITY,SEXUALLY_EXPLICIT,THREAT,FLIRTATION,TOXICITY@5,SEVERE_TOXICITY@1,ATTACK_ON_AUTHOR,ATTACK_ON_COMMENTER,INCOHERENT,INFLAMMATORY,LIKELY_TO_REJECT,OBSCENE,SPAM,UNSUBSTANTIAL
d8c0e99736124a81,Put {{Template:User MaristO}} on your userpage to have the Marist High School userbox!:,0.07,0.04,0.04,0.04,0.03,0.08,0.20,0.25,0.13,0.05,0.01,0.01,0.77,0.02,0.71,0.02,0.83,0.20
e1e987e28c67f9d5,"List of compositions by Igor Stravinsky 

 we were discussing about in List of compositions by Igor Stravinsky. This is just the backbone; arrangements and notes are still not present or incomplete. Please, feel free to suggest me anything to improve the list. Once it's finished, I will seek consensus among the editors to replace it. Thank you very much.",0.09,0.05,0.12,0.13,0.10,0.12,0.19,0.21,0.01,0.00,0.45,0.11,0.27,0.17,0.53,0.04,0.44,0.44
cada79371b3911dc,"""

Another thing to note, all site titles refer to the site as TVbytheNumbers. Whisternefet (talk | contribs) """,0.05,0.03,0.08,0.06,0.06,0.06,0.15,0.21,0.01,0.01,0.00,0.01,0.65,0.02,0.69,0.07,0.98,0.35
23beb05444744938,I'm afraid I still am...,0.10,0.04,0.08,0.06,0.07,0.13,0.34,0.38,0.07,0.02,0.06,0.14,0.22,0.09,0.65,0.04,0.03,0.94
4f60695de567d790,"Entrusted with the Bucket! 

Thank you for supporting me in my RfA. Thanks for your vote, I've received an overwhelming 96% support and successfully took a copy of bucket-and-mop from the main office!

School graduation exam and HKCEE are both pressing in, so I might become inactive for a while. But soon after that, I look forward to working with you! yck C.",0.06,0.03,0.07,0.06,0.06,0.10,0.12,0.35,0.06,0.04,0.01,0.05,0.70,0.10,0.46,0.06,0.86,0.26
b406c14663e24db7,"awesome, I hope this is not real.",0.07,0.03,0.04,0.04,0.03,0.04,0.12,0.15,0.13,0.04,0.26,0.41,0.45,0.18,0.47,0.05,0.07,0.89
bd0a0c943ca93b19,I wrote this article. i would like to know what exactly needs to be cleaned up so that I can do it myself. Thank you.,0.05,0.02,0.04,0.06,0.04,0.10,0.21,0.34,0.04,0.01,0.65,0.03,0.38,0.10,0.36,0.01,0.20,0.83
fb02571f90db16dd,"Advocacy arbitration 

Hi. I just read your post on my talk page dated December 11 and I'll attend it shortly, hopefully later today. 

Sorry I hadn't noticed it earlier. When you add further comments to my talk page, please add it at the bottom of the page, to minimize the risk of me missing it.

-Chess",0.04,0.01,0.05,0.02,0.02,0.05,0.14,0.26,0.04,0.01,0.03,0.05,0.45,0.03,0.81,0.02,0.93,0.49
64125afe5b63be8b,Support Google gives more results for meter than metre.,0.04,0.01,0.07,0.05,0.02,0.04,0.06,0.15,0.03,0.01,0.13,0.29,0.66,0.21,0.47,0.27,0.19,0.75
d4f3f7f45708c521,"""
Thanks! Yours truly,   the love!  
  the love!  has smiled at you! Smiles promote WikiLove and hopefully this one has made your day better. Spread the WikiLove by smiling to someone else, whether it be someone you have had disagreements with in the past or a good friend. Happy editing!   Smile at others by copying this message and posting it on their talk page, along with a friendly message.""",0.03,0.01,0.01,0.01,0.01,0.03,0.04,0.22,0.06,0.02,0.22,0.23,0.70,0.11,0.22,0.35,0.81,0.39
40ae87fca67688c1,He's not 0-17 he's 17-0 thats a big difference.,0.04,0.00,0.02,0.02,0.01,0.01,0.03,0.07,0.11,0.01,0.08,0.10,0.89,0.44,0.47,0.34,0.06,0.75
11847bcb5c332858,"intrusive, requires no personal information, and has many benefits. As a registered user, you gain the use of an appropriate username of your choice, a personal watchlist to which you can add articles that interest you, the ability to start new pages, and much more. Also, your IP address, 84.100.98.240, will no longer be visible to other users.|}}
Please sign your name on talk pages using four tildes (~~~~); this will automatically produce your username and the date. If you need help, check out Wikipedia:Questions, ask me on my talk page, or place {{helpme}} on your talk page and ask your question there.{{#if:|| }}{{#if:||",0.06,0.03,0.09,0.06,0.04,0.08,0.22,0.39,0.02,0.01,0.00,0.00,0.46,0.00,0.98,0.00,0.98,0.04
08b6048584fff21e,"It's funny, I'm much more in the Burma camp yet I agree with this assessment... it is unfair that Myanmar looses on a tie and Burma wins. Because the ball stopped on the Burma side of the net before arbitration, Myanmar got the short end of the stick. I'm happy with the result but not in how it got there and as I said from the start, there was not going to be a good ending, either way. I'm not faulting our jury either... they just did an impossible, thankless job (on their own time) and made a decision that had to be made. Gosh we just had a couple of US Supreme Court judgments handed down today that went 5-4 and 6-3... and they had a lot more information to make their findings.",0.11,0.02,0.11,0.10,0.07,0.14,0.16,0.26,0.11,0.02,0.01,0.00,0.87,0.45,0.30,0.40,0.08,0.25
6f7ce9b483a58c47,"Low|catholicism=yes|catholicism-importance=Mid}}
{{WikiProject European Microstates|class=Start|importance=Low|Vatican City=yes|Vatican City-importance=Mid",0.05,0.01,0.09,0.02,0.01,0.01,0.10,0.10,0.04,0.02,0.00,0.00,0.85,0.07,0.89,0.01,0.74,0.41
9a2a5ac00d6fa9c6,Your welcome and I hope you are having fun.,0.07,0.03,0.03,0.06,0.03,0.11,0.17,0.62,0.07,0.02,0.11,0.60,0.19,0.07,0.46,0.01,0.06,0.73
4013f10ae838789f,", especially in the span of only a few minutes",0.07,0.03,0.07,0.05,0.03,0.08,0.13,0.18,0.11,0.03,0.15,0.25,0.68,0.12,0.48,0.03,0.11,0.84
cce8816389d2145e,"""

 Point me to the place in the Wunsch section where they assert that they """"confirmed"""" something and I'll back down.  I see no such assertion.

 On the other hand, if you want to take the position that """"upheld = confirmed Wunsch was right"""" can I similarly take the position that """"not upheld = confirmed the program was right""""?  For example, will you likewise include an assertion that the ofcom """"confirmed"""" that the program had NOT """"misrepresented Professor Wunsch’s views in relation to the oceans and CO2?""""    """,0.08,0.02,0.10,0.07,0.04,0.06,0.16,0.28,0.10,0.03,0.58,0.62,0.27,0.23,0.25,0.07,0.10,0.37
2ffad176843ff50c,Welcome to Wikipedia as a logged in user. I see you have joined the WikiProject named Harry Potter. That could be a mistake. I am lurking in the shadows. I'll see you July 16th.  6 July 2005 21:03 (UTC),0.08,0.05,0.09,0.09,0.06,0.08,0.32,0.43,0.05,0.03,0.02,0.08,0.51,0.02,0.64,0.02,0.62,0.25
07db2bfbcffc79fd,"""
 Dear Salvio, why do you think,wikipedia is the only place I can contribute. People are using wikipedia to spread false information. People perhaps have also found ways to derive monetary benefits out of it. Exposing people who are using admin powers for monetary gains is good for wikipedia itself. Remember Esjay Scandal. If I don't get the chance to assert here, I will find some alternative ways. Thanks.  No-Blast """,0.12,0.04,0.11,0.12,0.07,0.11,0.20,0.23,0.14,0.05,0.02,0.17,0.69,0.09,0.25,0.07,0.75,0.19
531632ff959d994e,"Thanks a bundle 

for rescuing my user page!",0.04,0.02,0.05,0.03,0.02,0.03,0.10,0.13,0.04,0.02,0.30,0.08,0.51,0.09,0.53,0.11,0.59,0.73
0eb8fa1cb0016d0f,"""==Notability of Thomas Dworzak==
 A tag has been placed on Thomas Dworzak requesting that it be speedily deleted from Wikipedia. This has been done because the article appears to be about a real person, organization (band, club, company, etc.), or web content, but it does not indicate how or why the subject is notable: that is, why an article about that subject should be included in an encyclopedia. Under the criteria for speedy deletion, articles that do not indicate the subject's importance or significance may be deleted at any time. Please see the guidelines for what is generally accepted as notable. If this is the first page that you have created, then you should read the guide to writing your first article.

If you think that you can assert the notability of the subject, you may contest the deletion by adding  to the top of the page (just below the existing speedy deletion or """"db"""" tag), coupled with adding a note on the article's talk page explaining your position, but be aware that once tagged for speedy deletion, if the article meets the criterion it may be deleted without delay. Please do not remove the speedy deletion tag yourself, but don't hesitate to add information to the article that would confirm the subject's notability under Wikipedia guidelines.

For guidelines on specific types of articles, you may want to check out our criteria for biographies, for web sites, for bands, or for companies. Feel free to leave a note on my talk page if you have any questions about this.   (talk) (My contributions.) """,0.07,0.04,0.17,0.09,0.09,0.14,0.30,0.38,0.02,0.01,0.18,0.01,0.23,0.02,0.62,0.00,0.94,0.12
c51354a082441ee9,"""

 1755 Lisbon earthquake 

1755 Lisbon earthquake has been nominated for a featured article review. Articles are typically reviewed for two weeks. Please leave your comments and help us to return the article to featured quality. If concerns are not addressed during the review period, articles are moved onto the Featured Article Removal Candidates list for a further period, where editors may declare """"Keep"""" or """"Remove"""" the article from featured status. The instructions for the review process are here. Reviewers' concerns are here.""",0.07,0.04,0.15,0.10,0.08,0.20,0.38,0.47,0.02,0.01,0.15,0.13,0.06,0.03,0.69,0.00,0.44,0.38
397dd5d4873ac70c,"...and here's another: . Some people just don't give up, do they?",0.12,0.05,0.08,0.10,0.08,0.11,0.24,0.34,0.11,0.02,0.04,0.29,0.48,0.22,0.32,0.04,0.01,0.76
574d084a85bd865b,"""
Many apologies, I didn't realise your talk page was archived.  Thomas85753 """,0.06,0.02,0.06,0.06,0.04,0.03,0.09,0.08,0.03,0.01,0.16,0.13,0.52,0.07,0.62,0.20,0.58,0.64
b9ca2c75b2c23066,"Sonic PS3
There is already an article about the game - Sonic the Hedgehog (2006 game). You may want to consider redirecting Sonic PS3 there, unless it's a different game and I'm totally mistaken. ~",0.07,0.02,0.07,0.09,0.09,0.05,0.12,0.13,0.04,0.01,0.44,0.08,0.60,0.07,0.30,0.01,0.58,0.65
63e955e21eb72efb,"""
""""If the information isn't encyclopedic, the encyclopedia doesn't need it"""" sounds nice, is however not what de facto have argued with regard to the disambiguation page. Instead you've argued , that if the information is not located in the target article it can't be """"encyclopedic"""". I find this location based approach to """"encyclopedic nature"""" of information rather odd. As far as the dictionary argument is concerned, improving the navigation for common slang term doesn't turn the affected disambiguation pages into an dictionary entry. As far as """"arguments made and won or lost"""" is concerned, you'd need to be more specific. What exact argument in what discussion? And what consensus by who?  """,0.11,0.04,0.15,0.12,0.10,0.15,0.21,0.43,0.07,0.02,0.61,0.36,0.35,0.05,0.14,0.03,0.27,0.22
2cf14799b87a6a72,I believing that this is saying that I have been blocked because I was editing my own user page. Could someone help me out here?,0.14,0.07,0.09,0.10,0.10,0.13,0.30,0.32,0.07,0.01,0.07,0.01,0.12,0.04,0.84,0.03,0.23,0.72
c4235984b24b0e55,"Awwwww ☺ 

Wow, you made my day! Some people think us old-timers are beyond notes of encouragement, but it ain't so. Thanks, and have a beautiful rest of the day. –  (talk) (random)",0.05,0.02,0.06,0.06,0.04,0.09,0.04,0.42,0.05,0.01,0.29,0.59,0.54,0.06,0.33,0.01,0.20,0.55
12f1bde6c918e0bb,"Crossmr 

I altered",0.06,0.02,0.03,0.03,0.02,0.03,0.06,0.07,0.06,0.02,0.08,0.08,0.82,0.11,0.63,0.12,0.30,0.86
8a892787304d878e,""" I changed the word """"they"""" to """"some"""".  Some users get the option, some don't.""",0.08,0.03,0.25,0.10,0.05,0.09,0.22,0.35,0.05,0.01,0.04,0.20,0.43,0.10,0.53,0.09,0.05,0.73
d3e1ad6f4990b5e5,(See above comment for more...),0.07,0.02,0.06,0.07,0.03,0.07,0.20,0.34,0.01,0.00,0.01,0.55,0.12,0.08,0.83,0.02,0.01,0.89
05a5697edb69db91,"GA status
This nomination is on hold for 7 days for these reasons: stubby sentences, references need proper formattingclean up all the external jumps and refs go at the end of a sentence, not in the middle. The long quote needs to go to wikisource and be summarized into prose.",0.09,0.03,0.08,0.10,0.09,0.17,0.11,0.25,0.06,0.02,0.29,0.09,0.77,0.27,0.22,0.43,0.09,0.24
a2393ea393009184,"""

 Comparison of vector graphics editors 

Hi, I reverted your edits at Comparison of vector graphics editors because this software has no own article in Wikipedia and thus considered as not being notable. Please read WP:WTAF. Regards, mabdul """,0.03,0.01,0.07,0.03,0.02,0.05,0.21,0.25,0.02,0.01,0.42,0.28,0.46,0.03,0.54,0.03,0.43,0.51
544785a421670456,"The Novels WikiProject Newsletter - Issue XXIII - April 2008 

The April 2008 issue of the Novels WikiProject newsletter has been published.  You may read the newsletter, change the format in which future issues will be delivered to you, or unsubscribe from this notification by following the link.  Thank you.",0.02,0.01,0.05,0.03,0.03,0.13,0.18,0.33,0.01,0.00,0.02,0.07,0.45,0.03,0.67,0.01,0.98,0.38
6fc76a107e5d508a,Does anyone agree that sarcasm can not be conveyed?,0.10,0.02,0.06,0.08,0.05,0.06,0.06,0.10,0.13,0.01,0.14,0.59,0.29,0.19,0.61,0.02,0.01,0.86
dadcebe494ea5c57,"""

 Name """"NW First Truck"""" sounds dubious 

What was this vehicle actually originally called? I would expect the original name to be in German (the language used in the area at the time, and of the company name), and this and and English translation should be given. I do not believe it was """"NW First Truck"""", apart from being the wrong language, nothing is ever called """"first"""" until the second one arrives. I do not read Czech and cannot check the reference given. There is strangely no version of this article in either Czech, or in German , only Finnish (!).   """,0.09,0.03,0.19,0.09,0.07,0.13,0.21,0.38,0.06,0.02,0.71,0.07,0.22,0.10,0.61,0.01,0.04,0.37
37ba52871904457e,Don’t promise something you can't do. AL,0.08,0.02,0.06,0.06,0.03,0.03,0.08,0.08,0.12,0.02,0.03,0.28,0.59,0.31,0.65,0.05,0.03,0.87
9291642e6dde68a6,Ya I'll give you a source - everyone that knows her.,0.02,0.00,0.01,0.01,0.00,0.01,0.04,0.10,0.09,0.02,0.20,0.73,0.37,0.26,0.62,0.06,0.02,0.83
c6b921252e079ce3,"""
How would you suggest it be split? I agree it's pretty long, but how would you suggest it be split?  Phightins! """,0.09,0.05,0.10,0.09,0.09,0.13,0.19,0.45,0.09,0.02,0.01,0.08,0.52,0.13,0.38,0.28,0.06,0.63
5e2ceddf4ff6b630,"Minuscule 59 
Thank you very much for your correction.",0.07,0.03,0.05,0.07,0.04,0.12,0.13,0.33,0.02,0.00,0.10,0.67,0.12,0.07,0.81,0.02,0.01,0.73
3e05c47bcfc80df5,"""
Hi!!  The article is changed at midnight according to UTC time, which is the official Wikipedia time.  (talk) """,0.03,0.01,0.08,0.02,0.02,0.06,0.17,0.30,0.01,0.00,0.23,0.08,0.52,0.08,0.83,0.06,0.19,0.68
8c8f291101a26a58,"""

DYK for Church of La Soledad, Mexico City
  The DYK project (nominate) 

DYK for Centro Urbano Benito Juárez
   —  • Talk •  

DYK for Colonia Buenos Aires
  The DYK project (nominate) 

DYK for Tlayacapan
   ''''''  

010 (UTC)""",0.04,0.01,0.09,0.04,0.03,0.06,0.10,0.24,0.07,0.03,0.00,0.02,0.79,0.18,0.81,0.03,0.34,0.49
ca2b0f2bc5113b42,"…My experience in the matter was of study concerning the Living Organism,which is considered as a form of substance created in a wet climate a water way an oceananic atmosphere,Dg.DeL-Dorchester Mass better known as David George DeLancey,had also experienced the studies of Human and a conclutional appeirence of both carectors being of no final evaluation,which is a terming of continuance,if thier was any variable amongst the standards of Knowledge here,it will be ofcourse represented.3:29p.m.e.s.t.",0.06,0.03,0.08,0.04,0.04,0.13,0.10,0.38,0.05,0.02,0.04,0.03,0.94,0.16,0.18,0.28,0.60,0.23
c56fb11007593097,"Cinmar etc 

Using newspaper reports, especially those several years old, is usually not a good idea with articles like that. We need to see what the professionals have said about these. The decades old mastodon/tool find is a good example, see. Does anyone disagree that to use this we need to report what peer reviewed studies say?  This mentions the Delmarva claims but not Solutrean, do Bradford etc discuss it in a source we can use? 
Also WP:LEAD makes it clear that the lead is a summary of the article, it shouldn't contain anything significant not discussed in the article.",0.12,0.10,0.26,0.22,0.16,0.30,0.37,0.52,0.03,0.01,0.21,0.02,0.38,0.07,0.12,0.04,0.31,0.12
6bcb5801efaa3f6b,"Breast cancer research stamp is one example that I have already pointed to. Again critical commentary is more than bare facts from the USPS or their museum, it requires third party discussion to be considered critical commentary.",0.13,0.07,0.13,0.09,0.08,0.29,0.13,0.39,0.06,0.01,0.27,0.48,0.48,0.17,0.13,0.01,0.03,0.40
7a7aed7a85c8f32a,"Hi Hellknowz, I didn't bother setting up version control because it was a quick thing, which was rather foolish because of course it turned out to be not so quick. -) I'll get it up on github and get you push privileges.",0.43,0.16,0.27,0.52,0.40,0.19,0.22,0.34,0.39,0.11,0.01,0.08,0.06,0.01,0.12,0.01,0.01,0.05
402a544396fd887a,"Welcome!

Hello, , and welcome to Wikipedia! Thank you for your contributions. I hope you like the place and decide to stay. Here are some pages that you might find helpful:
The five pillars of Wikipedia
Tutorial
How to edit a page
How to write a great article
Manual of Style
I hope you enjoy editing here and being a Wikipedian! Please sign your messages on discussion pages using four tildes (~~~~); this will automatically insert your username and the date. If you need help, check out Wikipedia:Questions, ask me on , or ask your question on this page and then place {{helpme}} before the question. Again, welcome!    

A quick word about self-promotion

Please do not add advertising or inappropriate external links to Wikipedia. Wikipedia is not a mere directory of links nor should it be used for advertising or promotion.  Inappropriate links include (but are not limited to) links to personal web sites, links to web sites with which you are affiliated, and links that exist to attract visitors to a web site or promote a product.  See the external links guideline and spam policies for further explanations of links that are considered appropriate.  If you feel the link should be added to the article, then please discuss it on the  rather than re-adding it. See the welcome page to learn more about Wikipedia. Thank you.",0.07,0.04,0.13,0.08,0.08,0.16,0.23,0.41,0.05,0.02,0.01,0.01,0.23,0.00,0.80,0.00,0.98,0.08
c526e43ff58117a1,"""

 Salted and smoked fish 

According to this excellent article  there are a number of variants on the salted and smoked fish, """"the differences lie in the type, combination and duration of the processes."""" It lists kipper, Yarmouth bloater, buckling, red herring and whitebait. I'm not sure it would make sense to have a separate article for each, would it make more sense to have a single article called salted and smoked fish?   """,0.09,0.05,0.11,0.09,0.08,0.14,0.23,0.36,0.06,0.02,0.46,0.07,0.45,0.16,0.32,0.14,0.13,0.39
628549992fe2a73c,"7.92 x 57mm Mauser‎
Thanks for your efforts to improve/restore the 7.92 x 57mm Mauser ‎/ 8x57mm IS article, since the quality of this article is not what it could be due to lack of discussion, civility and refusal by some editors to do some basic research after suggesting on their talk page to evaluate what they wrote. Of course not every EN editor can read German or has access to C.I.P., but I take information from European sources regarding a German cartridge that currently have legal status in Germany and the UK serious. The only 7.92 mm rimless cartridge according to C.I.P. is the 7.92 x 33 Kurz. The C.I.P. rulings contain 10 rimless 8 mm cartridges and 13 rimmed 8 mm cartridges. The 8 mm bore was and is a common caliber In German speaking countries and can be compared to the .30 in bore. I do not like editing wars, so I can live with the tag that this article has multiple issues.",0.07,0.02,0.16,0.07,0.05,0.15,0.27,0.40,0.01,0.01,0.47,0.01,0.44,0.08,0.46,0.00,0.47,0.22
d1b5404dea88a0ba,"""

Welcome

Hello and welcome to Wikipedia!  We appreciate encyclopedic contributions, but some of your recent edits do not conform to our policies.  For more information on this, see Wikipedia's policies on vandalism and limits on acceptable additions. If you'd like to experiment with the wiki's syntax, please do so in the """"sandbox"""" rather than in articles.

If you still have questions, there is a new contributor's help page, or you can write {{helpme}} below this message along with a question and someone will be along to answer it shortly.  You may also find the following pages useful for a general introduction to Wikipedia.
The five pillars of Wikipedia
Help pages
Tutorial
I hope you enjoy editing and being a Wikipedian!  Please sign your name on talk pages using four tildes (~~~~); this will automatically produce your name and the date. Feel free to write a note on the bottom of User talk:Daemonic Kangaroomy talk page if you want to get in touch with me. Again, welcome!    """,0.07,0.03,0.08,0.06,0.05,0.10,0.18,0.35,0.04,0.02,0.09,0.01,0.61,0.01,0.56,0.00,0.96,0.15
cfa707380b0af60c,"""

 RfA Thanks 

Thanks!So, yeah, you know how these work... »»»»Thank you very much for your support in my recent RfA, which closed with a final tally of (75/1/0). Your trust in me is greatly appreciated, and I can assure you it has not been misplaced. I shall use these tools to the best of my ability, and will do my best not to let you down. Thank you once again, and happy editing as always!  (//c) """,0.04,0.01,0.05,0.04,0.02,0.05,0.13,0.37,0.03,0.01,0.02,0.01,0.78,0.03,0.46,0.05,0.94,0.32
6fd6e96d6b31755f,"""

 radiological poisoning? 

I don't see anything in the articles cited actually referring to the radiological poisoning incidents as """"terrorism"""" or """"nuclear terrorism""""  should that section be removed?   """,0.12,0.05,0.17,0.08,0.06,0.12,0.40,0.39,0.23,0.08,0.04,0.02,0.08,0.20,0.67,0.00,0.01,0.64
d0e9e43aac7cbf85,"""
 You're welcome. (Talk2Me) """,0.06,0.02,0.04,0.06,0.03,0.05,0.13,0.37,0.01,0.00,0.03,0.20,0.49,0.09,0.62,0.24,0.23,0.68
20af551bfbac1a6d,I've mentioned you here .,0.03,0.01,0.02,0.02,0.01,0.03,0.06,0.37,0.04,0.01,0.15,0.68,0.25,0.09,0.65,0.04,0.03,0.86
df2243e7ce36d8a4,"""
Given the unique nature of comicbook material, we give them leeway on relying a good deal on primary sources.  It's only when those articles seeks something beyond a C, such as GA or FA status that third-party sources become imperative.  Now give, many of the minor superhero character pages out there are really stubs with little future, it's all about where you stand on the inclusionist/deletionist philosophy on Wikipedia.  Do you give leeway to small-interest articles in because we have nearly infinite resources, or do you hold everything to the rules?  Personally, I lean more toward keeps than deletes, except for extreme cases.

In any case, I Rictor may pass for GA.  You can check out a similar character I worked on and moved to GA (Anole (comics)).  That really go there because I trimmed through FCH, and had a lot of third party sources on some plot lines that involved him and the character's creation.  The layout for an FA article would probably cut through a lot of character history and focus on publication history.  It offends some people to see what they consider """"notable character history"""" cut, but if you want an accessible article, you have to do it.  Superman arguably has a ton of character history, but it's really just distilled down to the basic iconic things that others write about: Krypton, orphan, country boy, Metropolis, Louis Lane, Lex Luther, Justice League, etc.  I'm trying to find the time to do the same to Jean Grey.  I populated her Publication History, and that means ripping out a lot of that enormous Character History section.  Just some musings.  """,0.10,0.05,0.15,0.10,0.08,0.17,0.21,0.43,0.08,0.04,0.23,0.00,0.59,0.02,0.13,0.03,0.86,0.10
2326957cbcd7be3e,"Deletion Obejection
I beleive that since he landed lead roles in anime. He should get a wikipedia page. I will add refernces and then add a voice actor box when more information about him is available. (  )",0.07,0.04,0.08,0.05,0.05,0.06,0.32,0.36,0.05,0.03,0.06,0.01,0.49,0.07,0.23,0.12,0.86,0.39
5c9a41c68ce5f419,"Number 57, I am not a football fan so I am not aware of the context of the use of the other flags, so I cannot judge on there use here, I will leave that to editors that know more on the subject, but in the case of the Ulster Banner it is not correct to use it in this case, if the same applies to the other flags then I would support their removal.",0.21,0.15,0.33,0.24,0.17,0.21,0.51,0.40,0.04,0.01,0.05,0.00,0.18,0.05,0.43,0.00,0.06,0.30
f634139dfcd7ae33,"""

 Governors of Tamil Nadu 

Nicholas, I have been updating List of Governors of Tamil Nadu page for the past few days. Can you please take a look and let me know if it is FL material. Thanks,   """,0.02,0.01,0.05,0.02,0.01,0.04,0.11,0.24,0.03,0.02,0.64,0.14,0.42,0.13,0.69,0.02,0.25,0.50
19889b3cd294943d,"(UTC)

Okay, I don't know if this counts as a ghost or vision, but I think that the whispers are the voices of people who have died or are going to die on the island.  Either that or maybe they are 'The voice of the island' or Jacob that says The names of people on the island.  Just an idea.

69.19.14.40  16:42, 26 December 2007",0.15,0.07,0.07,0.06,0.08,0.04,0.40,0.29,0.12,0.06,0.03,0.06,0.51,0.18,0.35,0.04,0.41,0.43
2bbc90f3a627cc3c,"I have reviewed the discussion regarding Sippenhaft and Israel, and unless somebody can come up with some convincing arguments, I am re-including Israel in the Sippenhaft page.",0.09,0.04,0.25,0.07,0.04,0.05,0.22,0.21,0.07,0.02,0.09,0.06,0.68,0.21,0.48,0.03,0.15,0.56
3876ed5bd4887002,"Sure, will look forward and help in contributions whenever I can and communicate with you on discussion page before making some changes. Do not worry about edit wars. Is there is a style template for empires? btw, I enhanced article on badami today. One online text book you may refer http://igmlnet.uohyd.ernet.in:8000/gw_44_5/hi-res/hcu_images/G2.pdf for information related to Andhra Pradesh as part of Vijayanagara kingdom.",0.05,0.01,0.07,0.03,0.03,0.04,0.14,0.20,0.04,0.01,0.03,0.08,0.66,0.04,0.59,0.05,0.98,0.32
9482b95e6ea61cf1,"removing left sidebar 

Hi,
Your page is the ONLY reference I have found for removing the left sidebar.  Really excited about this.

Found here: https://en.wikipedia.org/wiki/User:PleaseStand/Hide_Vector_sidebar

Can you expand on the install instructions?  I did not add it to 'User:myname/vector.js', but instead 'User:myname/common.js'.  This didn't exist before I created it.

Also why have the vector skin check at the end if it is added to the skin javascript directly?  I just realized I added it to global first, and the check did work.  Moving it over to vector.js now...

I fumbled through but expanded instructions may help others.

Also, the shortcut key does not work to un-hide on Macs.  Not that I want to unhide it...
I could not figure out what to edit in the code to change the shortcut keys.

It also loads after all of the page content, is there a way to load it before so the sidebar doesn't appear then disappear, or edit the skin directly?

Thanks!",0.05,0.02,0.08,0.04,0.03,0.14,0.17,0.44,0.02,0.01,0.04,0.01,0.69,0.03,0.53,0.02,0.83,0.20
59050176ec4d1211,"Signing your posts
As a courtesy for other editors, kindly observe Wikipedia guidelines and sign your talk page and user talk page posts. To do so simply add four tildes (~~~~) at the end of your comments and your user name or IP address and the date will be automatically added. For further info see: Wikipedia:Talk page guidelines. Thanks.",0.01,0.01,0.04,0.02,0.03,0.09,0.23,0.43,0.03,0.02,0.01,0.08,0.52,0.02,0.59,0.00,0.98,0.22
2c982e572bbcd7be,No worries - any time!  (Message me),0.05,0.01,0.03,0.02,0.02,0.06,0.10,0.41,0.12,0.02,0.05,0.12,0.55,0.08,0.65,0.05,0.16,0.82
e35eaaae5eb02ada,"Rfa? 

is it going take forever?",0.05,0.02,0.04,0.03,0.02,0.07,0.14,0.15,0.06,0.02,0.20,0.31,0.55,0.16,0.53,0.05,0.10,0.83
b51ca8f632cf2acc,"Wikipedia has articles on the Bible, the Torah, the Koran...the Chart of the Ages has been translated into many languages and there are various interpretations of it's meaning. Having an article about it is not preaching.",0.08,0.02,0.22,0.06,0.03,0.05,0.12,0.15,0.07,0.02,0.49,0.06,0.52,0.26,0.34,0.07,0.22,0.55
56f54fed366e1e2a,"""

 change in link to creationism 

Political positions
Main article: Political positions of Sarah Palin
See also: Public image and reception of Sarah Palin 
Palin has been a registered Republican since 1982, and has described the Republican Party platform as """"the right agenda for America"""".[188] Palin is a social conservative. A lifetime member of the National Rifle Association (NRA), she believes the right to bear arms includes handgun possession, and is against a ban on semi-automatic assault weapons.[189] She has supported gun safety education for youth.[190] She supports capital punishment.[191] In a 2006 gubernatorial debate, responding to a question asking the candidates whether they would support teaching creationism in public schools, Palin stated that she supported teaching both @creationism@ and evolution. Shortly after that debate, however, Palin said in an interview that she had only meant to say she supports allowing the discussion of  in public schools,

the link to creatonism is on the word with the @ signs surrounding, it should be placed at the word with the # signs surrounding.""",0.04,0.01,0.10,0.05,0.03,0.07,0.18,0.34,0.04,0.01,0.01,0.01,0.64,0.32,0.45,0.10,0.67,0.25
d8410af9ec1c6609,"""

 2011 British GP team orders 

Before this turns into an edit conflict, what needs to be considered is that stating 'Vettel finished second after ...team orders...' incorrectly implies that he finished second because of those team orders. Since Webber himself admits that he ignored the team orders and still tried to overtake Vettel, IF it needs to be included, it needs to be reworded:
Although Vettel's KERS was malfunctioning at times, he was able to pass Massa on the track and took back second place. After a strong charge from Mark Webber towards the end, Webber was asked to """"maintain the gap"""" and not try to make a move on Vettel. Although Webber ignored his team's requests and tried to pass Vettel, Vettel was able to hold him off and finish second behind Alonso.http://www.perthnow.com.au/sport/grand-prix-2011/frustrated-mark-webber-ignored-team-orders-in-vettel-chase/story-fn7r7gmb-1226092001816""",0.16,0.08,0.22,0.12,0.09,0.16,0.25,0.45,0.06,0.02,0.02,0.01,0.75,0.14,0.29,0.11,0.19,0.22
07c50b7350e39921,"I disagree. Different nations exhibit very different soldiers, and since the page is really not very full in terms of words, pitctures will make up the space quite nicely.",0.04,0.01,0.08,0.04,0.03,0.07,0.09,0.23,0.10,0.03,0.10,0.19,0.70,0.16,0.26,0.16,0.53,0.48
bd315b17501683e5,"WP:TPOC, as you will see, except for a few specific circumstances, editing and refactoring other peoples comments is discouraged. '''''' (Talk)",0.08,0.04,0.09,0.09,0.07,0.14,0.28,0.36,0.06,0.02,0.09,0.29,0.46,0.07,0.64,0.08,0.08,0.40
